UNIQUE_KEY,PRODUCT_TITLE,STYLE#,CATEGORY_NAME,COLOR_NAME,SIZE,PIECE_WEIGHT,PIECE_PRICE,DOZENS_PRICE,CASE_PRICE,CASE_SIZE,INVENTORY_KEY,MILL,MSRP,FRONT_MODEL_IMAGE_URL,BACK_MODEL_IMAGE_URL,FRONT_FLAT_IMAGE_URL,BACK_FLAT_IMAGE_URL
8642,JERZEES -  Dri-Power Active 50/50 Cotton/Poly T-Shirt.  29M,29M,T-Shirts ,White,S,0.37,3.17,3.17,2.17,72,864,Jerzees,4.34,https://cdnl.sanmar.com/imglib/mresjpg/2017/f4/29M_white_model_front_032017.jpg,https://cdnl.sanmar.com/imglib/mresjpg/2017/f4/29M_white_model_back_032017.jpg,https://cdnl.sanmar.com/imglib/mresjpg/2015/f6/29M_white_flat_front.jpg ,https://cdnl.sanmar.com/imglib/mresjpg/29M_White_Flat_Back_2009.jpg 
8643,JERZEES -  Dri-Power Active 50/50 Cotton/Poly T-Shirt.  29M,29M,T-Shirts ,White,M,0.42,3.17,3.17,2.17,72,864,Jerzees,4.34,https://cdnl.sanmar.com/imglib/mresjpg/2017/f4/29M_white_model_front_032017.jpg,https://cdnl.sanmar.com/imglib/mresjpg/2017/f4/29M_white_model_back_032017.jpg,https://cdnl.sanmar.com/imglib/mresjpg/2015/f6/29M_white_flat_front.jpg ,https://cdnl.sanmar.com/imglib/mresjpg/29M_White_Flat_Back_2009.jpg 
8644,JERZEES -  Dri-Power Active 50/50 Cotton/Poly T-Shirt.  29M,29M,T-Shirts ,White,L,0.47,3.17,3.17,2.17,72,864,Jerzees,4.34,https://cdnl.sanmar.com/imglib/mresjpg/2017/f4/29M_white_model_front_032017.jpg,https://cdnl.sanmar.com/imglib/mresjpg/2017/f4/29M_white_model_back_032017.jpg,https://cdnl.sanmar.com/imglib/mresjpg/2015/f6/29M_white_flat_front.jpg ,https://cdnl.sanmar.com/imglib/mresjpg/29M_White_Flat_Back_2009.jpg 
8645,JERZEES -  Dri-Power Active 50/50 Cotton/Poly T-Shirt.  29M,29M,T-Shirts ,White,XL,0.53,3.17,3.17,2.17,72,864,Jerzees,4.34,https://cdnl.sanmar.com/imglib/mresjpg/2017/f4/29M_white_model_front_032017.jpg,https://cdnl.sanmar.com/imglib/mresjpg/2017/f4/29M_white_model_back_032017.jpg,https://cdnl.sanmar.com/imglib/mresjpg/2015/f6/29M_white_flat_front.jpg ,https://cdnl.sanmar.com/imglib/mresjpg/29M_White_Flat_Back_2009.jpg 
8662,JERZEES -  Dri-Power Active 50/50 Cotton/Poly T-Shirt.  29M,29M,T-Shirts ,White,3XL,0.68,6.23,6.23,5.23,36,866,Jerzees,10.46,https://cdnl.sanmar.com/imglib/mresjpg/2017/f4/29M_white_model_front_032017.jpg,https://cdnl.sanmar.com/imglib/mresjpg/2017/f4/29M_white_model_back_032017.jpg,https://cdnl.sanmar.com/imglib/mresjpg/2015/f6/29M_white_flat_front.jpg ,https://cdnl.sanmar.com/imglib/mresjpg/29M_White_Flat_Back_2009.jpg 
8681,JERZEES -  Dri-Power Active 50/50 Cotton/Poly T-Shirt.  29M,29M,T-Shirts ,White,2XL,0.55,4.68,4.68,3.68,72,868,Jerzees,7.36,https://cdnl.sanmar.com/imglib/mresjpg/2017/f4/29M_white_model_front_032017.jpg,https://cdnl.sanmar.com/imglib/mresjpg/2017/f4/29M_white_model_back_032017.jpg,https://cdnl.sanmar.com/imglib/mresjpg/2015/f6/29M_white_flat_front.jpg ,https://cdnl.sanmar.com/imglib/mresjpg/29M_White_Flat_Back_2009.jpg 
8692,JERZEES -  Dri-Power Active 50/50 Cotton/Poly T-Shirt.  29M,29M,T-Shirts ,Ash,S,0.37,3.72,3.72,2.72,72,869,Jerzees,5.44,https://cdnl.sanmar.com/imglib/mresjpg/2017/f4/29M_ash_model_front_032017.jpg,https://cdnl.sanmar.com/imglib/mresjpg/2017/f4/29M_ash_model_back_032017.jpg,https://cdnl.sanmar.com/imglib/mresjpg/2013/f13/29M_ash_flat_front.jpg ,https://cdnl.sanmar.com/imglib/mresjpg/2015/f6/29M_ash_flat_back.jpg 
8693,JERZEES -  Dri-Power Active 50/50 Cotton/Poly T-Shirt.  29M,29M,T-Shirts ,Ash,M,0.42,3.72,3.72,2.72,72,869,Jerzees,5.44,https://cdnl.sanmar.com/imglib/mresjpg/2017/f4/29M_ash_model_front_032017.jpg,https://cdnl.sanmar.com/imglib/mresjpg/2017/f4/29M_ash_model_back_032017.jpg,https://cdnl.sanmar.com/imglib/mresjpg/2013/f13/29M_ash_flat_front.jpg ,https://cdnl.sanmar.com/imglib/mresjpg/2015/f6/29M_ash_flat_back.jpg 
8694,JERZEES -  Dri-Power Active 50/50 Cotton/Poly T-Shirt.  29M,29M,T-Shirts ,Ash,L,0.47,3.72,3.72,2.72,72,869,Jerzees,5.44,https://cdnl.sanmar.com/imglib/mresjpg/2017/f4/29M_ash_model_front_032017.jpg,https://cdnl.sanmar.com/imglib/mresjpg/2017/f4/29M_ash_model_back_032017.jpg,https://cdnl.sanmar.com/imglib/mresjpg/2013/f13/29M_ash_flat_front.jpg ,https://cdnl.sanmar.com/imglib/mresjpg/2015/f6/29M_ash_flat_back.jpg 
8695,JERZEES -  Dri-Power Active 50/50 Cotton/Poly T-Shirt.  29M,29M,T-Shirts ,Ash,XL,0.53,3.72,3.72,2.72,72,869,Jerzees,5.44,https://cdnl.sanmar.com/imglib/mresjpg/2017/f4/29M_ash_model_front_032017.jpg,https://cdnl.sanmar.com/imglib/mresjpg/2017/f4/29M_ash_model_back_032017.jpg,https://cdnl.sanmar.com/imglib/mresjpg/2013/f13/29M_ash_flat_front.jpg ,https://cdnl.sanmar.com/imglib/mresjpg/2015/f6/29M_ash_flat_back.jpg 
8722,JERZEES -  Dri-Power Active 50/50 Cotton/Poly T-Shirt.  29M,29M,T-Shirts ,Ash,3XL,0.68,6.59,6.59,5.59,36,872,Jerzees,11.18,https://cdnl.sanmar.com/imglib/mresjpg/2017/f4/29M_ash_model_front_032017.jpg,https://cdnl.sanmar.com/imglib/mresjpg/2017/f4/29M_ash_model_back_032017.jpg,https://cdnl.sanmar.com/imglib/mresjpg/2013/f13/29M_ash_flat_front.jpg ,https://cdnl.sanmar.com/imglib/mresjpg/2015/f6/29M_ash_flat_back.jpg 
8741,JERZEES -  Dri-Power Active 50/50 Cotton/Poly T-Shirt.  29M,29M,T-Shirts ,Ash,2XL,0.55,5.27,5.27,4.27,72,874,Jerzees,8.54,https://cdnl.sanmar.com/imglib/mresjpg/2017/f4/29M_ash_model_front_032017.jpg,https://cdnl.sanmar.com/imglib/mresjpg/2017/f4/29M_ash_model_back_032017.jpg,https://cdnl.sanmar.com/imglib/mresjpg/2013/f13/29M_ash_flat_front.jpg ,https://cdnl.sanmar.com/imglib/mresjpg/2015/f6/29M_ash_flat_back.jpg 
8772,JERZEES -  Dri-Power Active 50/50 Cotton/Poly T-Shirt.  29M,29M,T-Shirts ,Black,S,0.37,4.05,4.05,3.05,72,877,Jerzees,6.1,https://cdnl.sanmar.com/imglib/mresjpg/2017/f4/29M_black_model_front_032017.jpg,https://cdnl.sanmar.com/imglib/mresjpg/2017/f4/29M_black_model_back_032017.jpg,https://cdnl.sanmar.com/imglib/mresjpg/2015/f6/29M_black_flat_front.jpg ,https://cdnl.sanmar.com/imglib/mresjpg/29M_Black_Flat_Back_2009.jpg 
8773,JERZEES -  Dri-Power Active 50/50 Cotton/Poly T-Shirt.  29M,29M,T-Shirts ,Black,M,0.42,4.05,4.05,3.05,72,877,Jerzees,6.1,https://cdnl.sanmar.com/imglib/mresjpg/2017/f4/29M_black_model_front_032017.jpg,https://cdnl.sanmar.com/imglib/mresjpg/2017/f4/29M_black_model_back_032017.jpg,https://cdnl.sanmar.com/imglib/mresjpg/2015/f6/29M_black_flat_front.jpg ,https://cdnl.sanmar.com/imglib/mresjpg/29M_Black_Flat_Back_2009.jpg 
8774,JERZEES -  Dri-Power Active 50/50 Cotton/Poly T-Shirt.  29M,29M,T-Shirts ,Black,L,0.47,4.05,4.05,3.05,72,877,Jerzees,6.1,https://cdnl.sanmar.com/imglib/mresjpg/2017/f4/29M_black_model_front_032017.jpg,https://cdnl.sanmar.com/imglib/mresjpg/2017/f4/29M_black_model_back_032017.jpg,https://cdnl.sanmar.com/imglib/mresjpg/2015/f6/29M_black_flat_front.jpg ,https://cdnl.sanmar.com/imglib/mresjpg/29M_Black_Flat_Back_2009.jpg 
8775,JERZEES -  Dri-Power Active 50/50 Cotton/Poly T-Shirt.  29M,29M,T-Shirts ,Black,XL,0.53,4.05,4.05,3.05,72,877,Jerzees,6.1,https://cdnl.sanmar.com/imglib/mresjpg/2017/f4/29M_black_model_front_032017.jpg,https://cdnl.sanmar.com/imglib/mresjpg/2017/f4/29M_black_model_back_032017.jpg,https://cdnl.sanmar.com/imglib/mresjpg/2015/f6/29M_black_flat_front.jpg ,https://cdnl.sanmar.com/imglib/mresjpg/29M_Black_Flat_Back_2009.jpg 
8782,JERZEES -  Dri-Power Active 50/50 Cotton/Poly T-Shirt.  29M,29M,T-Shirts ,California Blue,S,0.37,4.05,4.05,3.05,72,878,Jerzees,6.1,https://cdnl.sanmar.com/imglib/mresjpg/2017/f4/29M_californiablue_model_front_032017.jpg,https://cdnl.sanmar.com/imglib/mresjpg/2017/f4/29M_californiablue_model_back_032017.jpg,https://cdnl.sanmar.com/imglib/mresjpg/2015/f6/29M_californiablue_flat_front.jpg ,https://cdnl.sanmar.com/imglib/mresjpg/29M_CaliforniaBlue_Flat_Back_2009.jpg 
8783,JERZEES -  Dri-Power Active 50/50 Cotton/Poly T-Shirt.  29M,29M,T-Shirts ,California Blue,M,0.42,4.05,4.05,3.05,72,878,Jerzees,6.1,https://cdnl.sanmar.com/imglib/mresjpg/2017/f4/29M_californiablue_model_front_032017.jpg,https://cdnl.sanmar.com/imglib/mresjpg/2017/f4/29M_californiablue_model_back_032017.jpg,https://cdnl.sanmar.com/imglib/mresjpg/2015/f6/29M_californiablue_flat_front.jpg ,https://cdnl.sanmar.com/imglib/mresjpg/29M_CaliforniaBlue_Flat_Back_2009.jpg 
8784,JERZEES -  Dri-Power Active 50/50 Cotton/Poly T-Shirt.  29M,29M,T-Shirts ,California Blue,L,0.47,4.05,4.05,3.05,72,878,Jerzees,6.1,https://cdnl.sanmar.com/imglib/mresjpg/2017/f4/29M_californiablue_model_front_032017.jpg,https://cdnl.sanmar.com/imglib/mresjpg/2017/f4/29M_californiablue_model_back_032017.jpg,https://cdnl.sanmar.com/imglib/mresjpg/2015/f6/29M_californiablue_flat_front.jpg ,https://cdnl.sanmar.com/imglib/mresjpg/29M_CaliforniaBlue_Flat_Back_2009.jpg 
8785,JERZEES -  Dri-Power Active 50/50 Cotton/Poly T-Shirt.  29M,29M,T-Shirts ,California Blue,XL,0.53,4.05,4.05,3.05,72,878,Jerzees,6.1,https://cdnl.sanmar.com/imglib/mresjpg/2017/f4/29M_californiablue_model_front_032017.jpg,https://cdnl.sanmar.com/imglib/mresjpg/2017/f4/29M_californiablue_model_back_032017.jpg,https://cdnl.sanmar.com/imglib/mresjpg/2015/f6/29M_californiablue_flat_front.jpg ,https://cdnl.sanmar.com/imglib/mresjpg/29M_CaliforniaBlue_Flat_Back_2009.jpg 
8792,JERZEES -  Dri-Power Active 50/50 Cotton/Poly T-Shirt.  29M,29M,T-Shirts ,Forest Green,S,0.37,4.05,4.05,3.05,72,879,Jerzees,6.1,https://cdnl.sanmar.com/imglib/mresjpg/2017/f4/29M_forestgreen_model_front_032017.jpg,https://cdnl.sanmar.com/imglib/mresjpg/2017/f4/29M_forestgreen_model_back_032017.jpg,https://cdnl.sanmar.com/imglib/mresjpg/2015/f6/29M_forestgreen_flat_front.jpg ,https://cdnl.sanmar.com/imglib/mresjpg/29M_ForestGreen_Flat_Back_2009.jpg 
8793,JERZEES -  Dri-Power Active 50/50 Cotton/Poly T-Shirt.  29M,29M,T-Shirts ,Forest Green,M,0.42,4.05,4.05,3.05,72,879,Jerzees,6.1,https://cdnl.sanmar.com/imglib/mresjpg/2017/f4/29M_forestgreen_model_front_032017.jpg,https://cdnl.sanmar.com/imglib/mresjpg/2017/f4/29M_forestgreen_model_back_032017.jpg,https://cdnl.sanmar.com/imglib/mresjpg/2015/f6/29M_forestgreen_flat_front.jpg ,https://cdnl.sanmar.com/imglib/mresjpg/29M_ForestGreen_Flat_Back_2009.jpg 
8794,JERZEES -  Dri-Power Active 50/50 Cotton/Poly T-Shirt.  29M,29M,T-Shirts ,Forest Green,L,0.47,4.05,4.05,3.05,72,879,Jerzees,6.1,https://cdnl.sanmar.com/imglib/mresjpg/2017/f4/29M_forestgreen_model_front_032017.jpg,https://cdnl.sanmar.com/imglib/mresjpg/2017/f4/29M_forestgreen_model_back_032017.jpg,https://cdnl.sanmar.com/imglib/mresjpg/2015/f6/29M_forestgreen_flat_front.jpg ,https://cdnl.sanmar.com/imglib/mresjpg/29M_ForestGreen_Flat_Back_2009.jpg 
8795,JERZEES -  Dri-Power Active 50/50 Cotton/Poly T-Shirt.  29M,29M,T-Shirts ,Forest Green,XL,0.53,4.05,4.05,3.05,72,879,Jerzees,6.1,https://cdnl.sanmar.com/imglib/mresjpg/2017/f4/29M_forestgreen_model_front_032017.jpg,https://cdnl.sanmar.com/imglib/mresjpg/2017/f4/29M_forestgreen_model_back_032017.jpg,https://cdnl.sanmar.com/imglib/mresjpg/2015/f6/29M_forestgreen_flat_front.jpg ,https://cdnl.sanmar.com/imglib/mresjpg/29M_ForestGreen_Flat_Back_2009.jpg 
8812,JERZEES -  Dri-Power Active 50/50 Cotton/Poly T-Shirt.  29M,29M,T-Shirts ,Jade,S,0.37,4.05,4.05,3.05,72,881,Jerzees,6.1,https://cdnl.sanmar.com/imglib/mresjpg/2017/f4/29M_jade_model_front_032017.jpg,https://cdnl.sanmar.com/imglib/mresjpg/2017/f4/29M_jade_model_back_032017.jpg,https://cdnl.sanmar.com/imglib/mresjpg/2015/f10/29M_jade_Flat_Front_2009.jpg ,https://cdnl.sanmar.com/imglib/mresjpg/29M_Jade_Flat_Back_2009.jpg 
8813,JERZEES -  Dri-Power Active 50/50 Cotton/Poly T-Shirt.  29M,29M,T-Shirts ,Jade,M,0.42,4.05,4.05,3.05,72,881,Jerzees,6.1,https://cdnl.sanmar.com/imglib/mresjpg/2017/f4/29M_jade_model_front_032017.jpg,https://cdnl.sanmar.com/imglib/mresjpg/2017/f4/29M_jade_model_back_032017.jpg,https://cdnl.sanmar.com/imglib/mresjpg/2015/f10/29M_jade_Flat_Front_2009.jpg ,https://cdnl.sanmar.com/imglib/mresjpg/29M_Jade_Flat_Back_2009.jpg 
8814,JERZEES -  Dri-Power Active 50/50 Cotton/Poly T-Shirt.  29M,29M,T-Shirts ,Jade,L,0.47,4.05,4.05,3.05,72,881,Jerzees,6.1,https://cdnl.sanmar.com/imglib/mresjpg/2017/f4/29M_jade_model_front_032017.jpg,https://cdnl.sanmar.com/imglib/mresjpg/2017/f4/29M_jade_model_back_032017.jpg,https://cdnl.sanmar.com/imglib/mresjpg/2015/f10/29M_jade_Flat_Front_2009.jpg ,https://cdnl.sanmar.com/imglib/mresjpg/29M_Jade_Flat_Back_2009.jpg 
8815,JERZEES -  Dri-Power Active 50/50 Cotton/Poly T-Shirt.  29M,29M,T-Shirts ,Jade,XL,0.53,4.05,4.05,3.05,72,881,Jerzees,6.1,https://cdnl.sanmar.com/imglib/mresjpg/2017/f4/29M_jade_model_front_032017.jpg,https://cdnl.sanmar.com/imglib/mresjpg/2017/f4/29M_jade_model_back_032017.jpg,https://cdnl.sanmar.com/imglib/mresjpg/2015/f10/29M_jade_Flat_Front_2009.jpg ,https://cdnl.sanmar.com/imglib/mresjpg/29M_Jade_Flat_Back_2009.jpg 
8822,JERZEES -  Dri-Power Active 50/50 Cotton/Poly T-Shirt.  29M,29M,T-Shirts ,Navy,S,0.37,4.05,4.05,3.05,72,882,Jerzees,6.1,https://cdnl.sanmar.com/imglib/mresjpg/2017/f4/29M_navy_model_front_032017.jpg,https://cdnl.sanmar.com/imglib/mresjpg/2017/f4/29M_navy_model_back_032017.jpg,https://cdnl.sanmar.com/imglib/mresjpg/2015/f6/29M_navy_flat_front.jpg ,https://cdnl.sanmar.com/imglib/mresjpg/29M_TrueNavy_Flat_Back_2009.jpg 
8823,JERZEES -  Dri-Power Active 50/50 Cotton/Poly T-Shirt.  29M,29M,T-Shirts ,Navy,M,0.42,4.05,4.05,3.05,72,882,Jerzees,6.1,https://cdnl.sanmar.com/imglib/mresjpg/2017/f4/29M_navy_model_front_032017.jpg,https://cdnl.sanmar.com/imglib/mresjpg/2017/f4/29M_navy_model_back_032017.jpg,https://cdnl.sanmar.com/imglib/mresjpg/2015/f6/29M_navy_flat_front.jpg ,https://cdnl.sanmar.com/imglib/mresjpg/29M_TrueNavy_Flat_Back_2009.jpg 
8824,JERZEES -  Dri-Power Active 50/50 Cotton/Poly T-Shirt.  29M,29M,T-Shirts ,Navy,L,0.47,4.05,4.05,3.05,72,882,Jerzees,6.1,https://cdnl.sanmar.com/imglib/mresjpg/2017/f4/29M_navy_model_front_032017.jpg,https://cdnl.sanmar.com/imglib/mresjpg/2017/f4/29M_navy_model_back_032017.jpg,https://cdnl.sanmar.com/imglib/mresjpg/2015/f6/29M_navy_flat_front.jpg ,https://cdnl.sanmar.com/imglib/mresjpg/29M_TrueNavy_Flat_Back_2009.jpg 
8825,JERZEES -  Dri-Power Active 50/50 Cotton/Poly T-Shirt.  29M,29M,T-Shirts ,Navy,XL,0.53,4.05,4.05,3.05,72,882,Jerzees,6.1,https://cdnl.sanmar.com/imglib/mresjpg/2017/f4/29M_navy_model_front_032017.jpg,https://cdnl.sanmar.com/imglib/mresjpg/2017/f4/29M_navy_model_back_032017.jpg,https://cdnl.sanmar.com/imglib/mresjpg/2015/f6/29M_navy_flat_front.jpg ,https://cdnl.sanmar.com/imglib/mresjpg/29M_TrueNavy_Flat_Back_2009.jpg 
8842,JERZEES -  Dri-Power Active 50/50 Cotton/Poly T-Shirt.  29M,29M,T-Shirts ,True Red,S,0.37,4.05,4.05,3.05,72,884,Jerzees,6.1,https://cdnl.sanmar.com/imglib/mresjpg/2017/f4/29M_truered_model_front_032017.jpg,https://cdnl.sanmar.com/imglib/mresjpg/2017/f4/29M_truered_model_back_032017.jpg,https://cdnl.sanmar.com/imglib/mresjpg/2015/f6/29M_truered_flat_front.jpg ,https://cdnl.sanmar.com/imglib/mresjpg/29M_TrueRed_Flat_Back_2009.jpg 
8843,JERZEES -  Dri-Power Active 50/50 Cotton/Poly T-Shirt.  29M,29M,T-Shirts ,True Red,M,0.42,4.05,4.05,3.05,72,884,Jerzees,6.1,https://cdnl.sanmar.com/imglib/mresjpg/2017/f4/29M_truered_model_front_032017.jpg,https://cdnl.sanmar.com/imglib/mresjpg/2017/f4/29M_truered_model_back_032017.jpg,https://cdnl.sanmar.com/imglib/mresjpg/2015/f6/29M_truered_flat_front.jpg ,https://cdnl.sanmar.com/imglib/mresjpg/29M_TrueRed_Flat_Back_2009.jpg 
8844,JERZEES -  Dri-Power Active 50/50 Cotton/Poly T-Shirt.  29M,29M,T-Shirts ,True Red,L,0.47,4.05,4.05,3.05,72,884,Jerzees,6.1,https://cdnl.sanmar.com/imglib/mresjpg/2017/f4/29M_truered_model_front_032017.jpg,https://cdnl.sanmar.com/imglib/mresjpg/2017/f4/29M_truered_model_back_032017.jpg,https://cdnl.sanmar.com/imglib/mresjpg/2015/f6/29M_truered_flat_front.jpg ,https://cdnl.sanmar.com/imglib/mresjpg/29M_TrueRed_Flat_Back_2009.jpg 
8845,JERZEES -  Dri-Power Active 50/50 Cotton/Poly T-Shirt.  29M,29M,T-Shirts ,True Red,XL,0.53,4.05,4.05,3.05,72,884,Jerzees,6.1,https://cdnl.sanmar.com/imglib/mresjpg/2017/f4/29M_truered_model_front_032017.jpg,https://cdnl.sanmar.com/imglib/mresjpg/2017/f4/29M_truered_model_back_032017.jpg,https://cdnl.sanmar.com/imglib/mresjpg/2015/f6/29M_truered_flat_front.jpg ,https://cdnl.sanmar.com/imglib/mresjpg/29M_TrueRed_Flat_Back_2009.jpg 
8862,JERZEES -  Dri-Power Active 50/50 Cotton/Poly T-Shirt.  29M,29M,T-Shirts ,Black,3XL,0.68,6.85,6.85,5.85,36,886,Jerzees,11.7,https://cdnl.sanmar.com/imglib/mresjpg/2017/f4/29M_black_model_front_032017.jpg,https://cdnl.sanmar.com/imglib/mresjpg/2017/f4/29M_black_model_back_032017.jpg,https://cdnl.sanmar.com/imglib/mresjpg/2015/f6/29M_black_flat_front.jpg ,https://cdnl.sanmar.com/imglib/mresjpg/29M_Black_Flat_Back_2009.jpg 
8872,JERZEES -  Dri-Power Active 50/50 Cotton/Poly T-Shirt.  29M,29M,T-Shirts ,California Blue,3XL,0.68,6.85,6.85,5.85,36,887,Jerzees,11.7,https://cdnl.sanmar.com/imglib/mresjpg/2017/f4/29M_californiablue_model_front_032017.jpg,https://cdnl.sanmar.com/imglib/mresjpg/2017/f4/29M_californiablue_model_back_032017.jpg,https://cdnl.sanmar.com/imglib/mresjpg/2015/f6/29M_californiablue_flat_front.jpg ,https://cdnl.sanmar.com/imglib/mresjpg/29M_CaliforniaBlue_Flat_Back_2009.jpg 
8882,JERZEES -  Dri-Power Active 50/50 Cotton/Poly T-Shirt.  29M,29M,T-Shirts ,Forest Green,3XL,0.68,6.85,6.85,5.85,36,888,Jerzees,11.7,https://cdnl.sanmar.com/imglib/mresjpg/2017/f4/29M_forestgreen_model_front_032017.jpg,https://cdnl.sanmar.com/imglib/mresjpg/2017/f4/29M_forestgreen_model_back_032017.jpg,https://cdnl.sanmar.com/imglib/mresjpg/2015/f6/29M_forestgreen_flat_front.jpg ,https://cdnl.sanmar.com/imglib/mresjpg/29M_ForestGreen_Flat_Back_2009.jpg 
8902,JERZEES -  Dri-Power Active 50/50 Cotton/Poly T-Shirt.  29M,29M,T-Shirts ,Jade,3XL,0.68,6.85,6.85,5.85,36,890,Jerzees,11.7,https://cdnl.sanmar.com/imglib/mresjpg/2017/f4/29M_jade_model_front_032017.jpg,https://cdnl.sanmar.com/imglib/mresjpg/2017/f4/29M_jade_model_back_032017.jpg,https://cdnl.sanmar.com/imglib/mresjpg/2015/f10/29M_jade_Flat_Front_2009.jpg ,https://cdnl.sanmar.com/imglib/mresjpg/29M_Jade_Flat_Back_2009.jpg 
8912,JERZEES -  Dri-Power Active 50/50 Cotton/Poly T-Shirt.  29M,29M,T-Shirts ,Navy,3XL,0.68,6.85,6.85,5.85,36,891,Jerzees,11.7,https://cdnl.sanmar.com/imglib/mresjpg/2017/f4/29M_navy_model_front_032017.jpg,https://cdnl.sanmar.com/imglib/mresjpg/2017/f4/29M_navy_model_back_032017.jpg,https://cdnl.sanmar.com/imglib/mresjpg/2015/f6/29M_navy_flat_front.jpg ,https://cdnl.sanmar.com/imglib/mresjpg/29M_TrueNavy_Flat_Back_2009.jpg 
8932,JERZEES -  Dri-Power Active 50/50 Cotton/Poly T-Shirt.  29M,29M,T-Shirts ,True Red,3XL,0.68,6.85,6.85,5.85,36,893,Jerzees,11.7,https://cdnl.sanmar.com/imglib/mresjpg/2017/f4/29M_truered_model_front_032017.jpg,https://cdnl.sanmar.com/imglib/mresjpg/2017/f4/29M_truered_model_back_032017.jpg,https://cdnl.sanmar.com/imglib/mresjpg/2015/f6/29M_truered_flat_front.jpg ,https://cdnl.sanmar.com/imglib/mresjpg/29M_TrueRed_Flat_Back_2009.jpg 
8951,JERZEES -  Dri-Power Active 50/50 Cotton/Poly T-Shirt.  29M,29M,T-Shirts ,Black,2XL,0.55,5.88,5.88,4.88,72,895,Jerzees,9.76,https://cdnl.sanmar.com/imglib/mresjpg/2017/f4/29M_black_model_front_032017.jpg,https://cdnl.sanmar.com/imglib/mresjpg/2017/f4/29M_black_model_back_032017.jpg,https://cdnl.sanmar.com/imglib/mresjpg/2015/f6/29M_black_flat_front.jpg ,https://cdnl.sanmar.com/imglib/mresjpg/29M_Black_Flat_Back_2009.jpg 
8961,JERZEES -  Dri-Power Active 50/50 Cotton/Poly T-Shirt.  29M,29M,T-Shirts ,California Blue,2XL,0.55,5.88,5.88,4.88,72,896,Jerzees,9.76,https://cdnl.sanmar.com/imglib/mresjpg/2017/f4/29M_californiablue_model_front_032017.jpg,https://cdnl.sanmar.com/imglib/mresjpg/2017/f4/29M_californiablue_model_back_032017.jpg,https://cdnl.sanmar.com/imglib/mresjpg/2015/f6/29M_californiablue_flat_front.jpg ,https://cdnl.sanmar.com/imglib/mresjpg/29M_CaliforniaBlue_Flat_Back_2009.jpg 
8971,JERZEES -  Dri-Power Active 50/50 Cotton/Poly T-Shirt.  29M,29M,T-Shirts ,Forest Green,2XL,0.55,5.88,5.88,4.88,72,897,Jerzees,9.76,https://cdnl.sanmar.com/imglib/mresjpg/2017/f4/29M_forestgreen_model_front_032017.jpg,https://cdnl.sanmar.com/imglib/mresjpg/2017/f4/29M_forestgreen_model_back_032017.jpg,https://cdnl.sanmar.com/imglib/mresjpg/2015/f6/29M_forestgreen_flat_front.jpg ,https://cdnl.sanmar.com/imglib/mresjpg/29M_ForestGreen_Flat_Back_2009.jpg 
8991,JERZEES -  Dri-Power Active 50/50 Cotton/Poly T-Shirt.  29M,29M,T-Shirts ,Jade,2XL,0.55,5.88,5.88,4.88,72,899,Jerzees,9.76,https://cdnl.sanmar.com/imglib/mresjpg/2017/f4/29M_jade_model_front_032017.jpg,https://cdnl.sanmar.com/imglib/mresjpg/2017/f4/29M_jade_model_back_032017.jpg,https://cdnl.sanmar.com/imglib/mresjpg/2015/f10/29M_jade_Flat_Front_2009.jpg ,https://cdnl.sanmar.com/imglib/mresjpg/29M_Jade_Flat_Back_2009.jpg 
9001,JERZEES -  Dri-Power Active 50/50 Cotton/Poly T-Shirt.  29M,29M,T-Shirts ,Navy,2XL,0.55,5.88,5.88,4.88,72,900,Jerzees,9.76,https://cdnl.sanmar.com/imglib/mresjpg/2017/f4/29M_navy_model_front_032017.jpg,https://cdnl.sanmar.com/imglib/mresjpg/2017/f4/29M_navy_model_back_032017.jpg,https://cdnl.sanmar.com/imglib/mresjpg/2015/f6/29M_navy_flat_front.jpg ,https://cdnl.sanmar.com/imglib/mresjpg/29M_TrueNavy_Flat_Back_2009.jpg 
9021,JERZEES -  Dri-Power Active 50/50 Cotton/Poly T-Shirt.  29M,29M,T-Shirts ,True Red,2XL,0.55,5.88,5.88,4.88,72,902,Jerzees,9.76,https://cdnl.sanmar.com/imglib/mresjpg/2017/f4/29M_truered_model_front_032017.jpg,https://cdnl.sanmar.com/imglib/mresjpg/2017/f4/29M_truered_model_back_032017.jpg,https://cdnl.sanmar.com/imglib/mresjpg/2015/f6/29M_truered_flat_front.jpg ,https://cdnl.sanmar.com/imglib/mresjpg/29M_TrueRed_Flat_Back_2009.jpg 
11872,JERZEES SUPER SWEATS NuBlend - Crewneck Sweatshirt.  4662M,4662M,Sweatshirts/Fleece,Ash,S,0.95,8.96,8.96,6.96,24,1187,Jerzees,13.92,https://cdnl.sanmar.com/imglib/mresjpg/2017/f4/4662M_ash_model_front_032017.jpg,https://cdnl.sanmar.com/imglib/mresjpg/2017/f4/4662M_ash_model_back_032017.jpg,https://cdnl.sanmar.com/imglib/mresjpg/2016/f21/4662M_ash_flat_front.jpg ,https://cdnl.sanmar.com/imglib/mresjpg/2016/f21/4662M_ash_flat_back.jpg 
